"grdc_no","wmo_reg","sub_reg","river","station","country","latitude","longitude","area","altitude","d_start","d_end","d_yrs","d_miss","m_start","m_end","m_yrs","m_miss","t_start","t_end","t_yrs","lta_discharge","r_volume_yr","r_height_yr"
"1160332","1","60","DUTOITSRIVIER","PURGATORY UITSPAN (27694407)","ZA","-33.938611","19.170556","46","389","1964","1992","29","0.797846775","","","","","1964","1992","29","1.189","0.037496304","815.1370435"
"1160340","1","60","HEXRIVIER","NEW GLEN HEATLIE (27694801)","ZA","-33.562222","19.51","699","302","1927","1989","63","2.0011588","","","","","1927","1989","63","1.569","0.049479984","70.78681545"
"1160343","1","60","KINGNARIVIER","MONTAGUE (27694601)","ZA","-33.791111","20.123889","593","214","1925","1948","24","6.060606061","","","","","1925","1948","24","0.334","0.010533024","17.76226644"
"1160345","1","60","KEISIERIVIER","KEISIESDOORNS (27694605)","ZA","-33.708889","20.058333","76","324","1965","2018","54","1.558030241","","","","","1965","2018","54","0.029","0.000914544","12.03347368"
"1160346","1","60","KEISIERIVIER","HARMONIE (27694604)","ZA","-33.696389","19.928056","14","544","1965","1992","28","4.036678959","","","","","1965","1992","28","0.016","0.000504576","36.04114286"
"1160347","1","60","KOORIVIER","DWARS IN DIE WEG (27694708)","ZA","-33.596389","19.761944","106","703","1965","1992","28","12.47378408","","","","","1965","1992","28","0.017","0.000536112","5.057660377"
"1160348","1","60","KOORIVIER","DIE KOO (27694707)","ZA","-33.638611","19.813611","48","829","1965","1992","28","0.78818717","","","","","1965","1992","28","0.008","0.000252288","5.256"
"1160350","1","60","TOUWSRIVIER","ZANDFONTEIN","ZA","-33.571944","20.701944","2900","459","1969","2001","33","3.708987161","1969","1980","12","0","1969","2001","33","0.489","0.015421104","5.317622069"
"1160351","1","60","TOUWSRIVIER","FARM 162 (27692705)","ZA","-33.945278","22.614167","79","136","1969","2018","50","0.435886118","","","","","1969","2018","50","0.431","0.013592016","172.0508354"
"1160360","1","60","BOKRIVIER","LOT B (27693215)","ZA","-33.354167","19.719167","9","1036","1974","2018","45","0.93290498","","","","","1974","2018","45","0.1","0.0031536","350.4"
"1160361","1","60","SMALBLAARRIVIER","VERLORENVALLEY (27693216)","ZA","-33.288056","19.727222","30","889","1974","2017","44","1.819690972","","","","","1974","2017","44","0.06","0.00189216","63.072"
"1160365","1","60","HUISRIVIER","ZOAR (27693405)","ZA","-33.489444","21.489167","268","471","1955","2018","64","1.664021958","","","","","1955","2018","64","0.218","0.006874848","25.65241791"
"1160367","1","60","BOPLAASRIVIER","OPZOEK (27693406)","ZA","-33.489444","21.489444","25","470","1955","2018","64","10.15785861","","","","","1955","2018","64","0.028","0.000883008","35.32032"
"1160368","1","60","JOUBERTRIVIER","OPZOEK (27693407)","ZA","-33.491944","21.514167","25","469","1955","2018","64","2.455989695","","","","","1955","2018","64","0.032","0.001009152","40.36608"
"1160370","1","60","WEYERSRIVIER","WEYERS RIVER (27693103)","ZA","-34.030833","21.586389","95","119","1965","2018","54","5.044677049","","","","","1965","2018","54","0.573","0.018070128","190.2118737"
"1160375","1","60","LANGTOURIVIER","LANGFONTEIN (27693104)","ZA","-33.9875","21.759722","101","102","1967","1996","30","2.706197469","","","","","1967","1996","30","0.238","0.007505568","74.31255446"
"1160378","1","60","GAMKARIVIER","SPEK BOOM BERG","ZA","-33.31","21.634167","17076","-999","1964","2016","53","5.727036073","","","","","1964","2016","53","1.373","0.043298928","2.535659874"
"1160380","1","60","OLIFANTSRIVIER","PARDEKLOOF (27693304)","ZA","-33.476944","23.029444","4230","571","1923","1993","71","1.490248506","","","","","1923","1993","71","0.385","0.01214136","2.870297872"
"1160385","1","60","WILGERIVIER","WILGEHOUTE RIVER (27693316)","ZA","-33.545278","22.973889","33","652","1967","2018","52","7.556782","","","","","1967","2018","52","0.038","0.001198368","36.31418182"
"1160390","1","60","GROOTRIVIER","DE RUST (27693312)","ZA","-33.475556","22.547778","692","480","1964","1994","31","4.367373154","","","","","1964","1994","31","0.396","0.012488256","18.04661272"
"1160393","1","60","KANDELAARSRIVIER","PAARDENDRIFT (27693317)","ZA","-33.679167","22.14","351","278","1969","2018","50","3.077771649","","","","","1969","2018","50","0.201","0.006338736","18.05907692"
"1160395","1","60","PERDEPOORTRIVIER","GROENEFONTEIN (27693313)","ZA","-33.368056","22.179167","29","698","1966","2018","53","1.708867354","","","","","1966","2018","53","0.235","0.00741096","255.5503448"
"1160396","1","60","WYNANADSRIVIER","KOETZERS KRAAL (27693318)","ZA","-33.4675","22.000556","137","460","1969","2018","50","3.083993134","","","","","1969","2018","50","0.224","0.007064064","51.56251095"
"1160398","1","60","MEULRIVIER","VOGELFONTEIN (27693320)","ZA","-33.460833","21.960278","35","583","1975","2018","44","0.676903792","","","","","1975","2018","44","0.054","0.001702944","48.65554286"
"1160400","1","60","MAALGATERIVIER","KNOETZE KAMA (27692703)","ZA","-34.006667","22.350278","145","117","1961","2018","58","1.957616649","1961","2001","41","0.831600832","1961","2018","58","0.797","0.025134192","173.3392552"
"1160405","1","60","MALGASRIVIER","BLANCO (27692704)","ZA","-33.950833","22.422222","34","200","1961","2018","58","0.308700608","","","","","1961","2018","58","0.536","0.016903296","497.1557647"
"1160410","1","60","BENEKERIVIER","PINE GROVE FOREST (27692902)","ZA","-33.935278","22.130556","4","401","1958","2018","61","9.189409738","","","","","1958","2018","61","0.047","0.001482192","370.548"
"1160415","1","60","HARTENBOSRIVIER","HARTENBOSCH (27692901)","ZA","-34.103056","22.071389","144","11","1937","1977","41","17.58783645","","","","","1937","1977","41","0.113","0.003563568","24.747"
"1160420","1","60","KAAIMANSRIVIER","UPPER BARBIERSKRAAL (27692701)","ZA","-33.970833","22.547222","47","75","1961","2018","58","6.685646501","","","","","1961","2018","58","0.405","0.01277208","271.746383"
"1160425","1","60","DIEPRIVIER","WOODVILLE FOREST RES. (27692603)","ZA","-33.9125","22.707778","72","218","1961","2018","58","1.992865636","","","","","1961","2018","58","0.294","0.009271584","128.772"
"1160427","1","60","KARATARARIVIER","KARATARA FOREST RES. (27692602)","ZA","-33.880556","22.837778","23","256","1962","2018","57","1.74079341","","","","","1962","2018","57","0.308","0.009713088","422.3081739"
"1160430","1","60","KNYSNARIVIER","MILWOOD FOREST RES. (27692502)","ZA","-33.890833","23.029167","135","194","1961","2018","58","2.105816063","","","","","1961","2018","58","0.831","0.026206416","194.1216"
"1160435","1","60","GOUNARIVIER","GOUNA COMMONAGE CON. (27692501)","ZA","-33.991111","23.041944","94","61","1959","1992","34","5.612116113","","","","","1959","1992","34","0.269","0.008483184","90.2466383"
"1160440","1","60","KEURBOOMSRIVIER","NEWLANDS (27692402)","ZA","-33.938333","23.367222","764","15","1961","1981","21","8.557558946","","","","","1961","1981","21","n.a.","n.a.","n.a."
"1160441","1","60","KEURBOOMSRIVIER","MKAMA (27692401)","ZA","-33.803333","23.135278","162","320","1961","2018","58","0.430519015","","","","","1961","2018","58","0.304","0.009586944","59.17866667"
"1160450","1","60","JORDAANSRIVIER","WELGELEGEN (27691302)","ZA","-33.737778","23.304167","53","780","1970","2018","49","1.866031422","1970","2001","32","0.806451613","1970","2018","49","0.343","0.010816848","204.0914717"
"1160455","1","60","BLOUKRANSRIVIER","LOTTERINGS FOR. RES. (27692301)","ZA","-33.955556","23.638333","56","36","1961","2018","58","1.675337693","","","","","1961","2018","58","0.828","0.026111808","466.2822857"
"1160457","1","60","WABOOMSRIVIER","DIEPKLOOF (27691301)","ZA","-33.865556","23.835556","21","578","1965","2018","54","3.021178872","","","","","1965","2018","54","0.362","0.011416032","543.6205714"
"1160460","1","60","GROOTRIVIER","GROOTRIVIERSPOORT (27691206)","ZA","-33.730833","24.617778","29571","133","1964","2018","55","0.903297034","","","","","1964","2018","55","2.293","0.072312048","2.445370397"
"1160470","1","60","HEUNINGKLIPRIVIER","CAMPHERSPOORT (27691501)","ZA","-33.203611","24.234167","1296","500","1926","2018","93","26.56862745","","","","","1926","2018","93","0.67","0.02112912","16.30333333"
"1160480","1","60","SOUTRIVIER","KAMFERSKRAAL (27691901)","ZA","-32.237778","23.050556","3943","944","1917","1977","61","24.99886245","","","","","1917","1977","61","0.603","0.019016208","4.822776566"
"1160481","1","60","SOUTRIVIER","KLIPKRAAL (27691902)","ZA","-32.068889","23.0075","3672","1003","1973","1988","16","1.274813331","","","","","1973","1988","16","2.691","0.084863376","23.11094118"
"1160487","1","60","ELANDSRIVIER","WINTCANTON (27683204)","ZA","-33.797222","25.308889","394","83","1965","2018","54","10.62005614","","","","","1965","2018","54","0.903","0.028477008","72.27667005"
"1160490","1","60","VOELRIVIER","RIET VLEY (27682302)","ZA","-33.000278","25.164167","1742","312","1978","1992","15","2.917245485","","","","","1978","1992","15","0.464","0.014632704","8.399944891"
"1160495","1","60","VOLKERSRIVIER","VOLKERS RIVER (27682209)","ZA","-33.1075","25.228333","542","264","1978","1989","12","9.198734844","","","","","1978","1989","12","2.168","0.068370048","126.144"
"1160500","1","60","BOESMANSRIVIER","DONKER HOEK ALICEDALE","ZA","-33.329167","26.0775","1479","276","1957","2018","62","2.956429236","1958","2001","44","4.206500956","1957","2018","62","0.314","0.009902304","6.695269777"
"1160510","1","60","GREAT FISH RIVER","BRANDT LEGTE PIGGOT'S BRIDGE","ZA","-33.098056","26.444722","23067","300","1935","2018","84","0.546538044","1935","2001","67","7.682619647","1935","2018","84","6.333","0.199717488","8.658147483"
"1160511","1","60","GREAT FISH RIVER","KATKOP (27673901)","ZA","-31.903056","25.481667","9545","975","1918","1993","76","0.702344807","","","","","1918","1993","76","8.798","0.277453728","29.06796522"
"1160512","1","60","GREAT FISH RIVER","ZOUTPANSDRIFT (27673802)","ZA","-31.904167","25.430556","1717","980","1975","2018","44","1.461221431","","","","","1975","2018","44","0.318","0.010028448","5.840680256"
"1160520","1","60","TEEBUSRIVIER","JAN BLAAUWS KOP (27673912)","ZA","-31.57","25.543889","1565","1120","1977","2018","42","0.317859744","","","","","1977","2018","42","17.088","0.538887168","344.3368486"
"1160525","1","60","PAULSRIVIER","COUTZENBURG (27673704)","ZA","-32.385556","25.520556","878","1337","1975","2018","44","2.073820396","","","","","1975","2018","44","0.345","0.01087992","12.39170843"
"1160530","1","60","BAVIAANSRIVIER","BOTMANSGAT (27673403)","ZA","-32.605833","25.884444","806","630","1980","2018","39","1.589460872","","","","","1980","2018","39","0.241","0.007600176","9.429498759"
"1160535","1","60","VLEKPOORTRIVIER","ROBERTS KRAAL (27673603)","ZA","-31.968333","26.001111","1308","1111","1964","1992","29","1.79025631","","","","","1964","1992","29","0.42","0.01324512","10.12623853"
"1160540","1","60","KAPRIVIER","KAP RIVER MOUNTAINS (27673113)","ZA","-33.355278","26.861389","47","267","1963","1993","31","0.118732304","","","","","1963","1993","31","0.036","0.001135296","24.15523404"
"1160545","1","60","KOWIE RIVER","BATHURST (27681101)","ZA","-33.506667","26.744167","575","39","1969","2018","50","0.955396323","","","","","1969","2018","50","0.867","0.027341712","47.55080348"
"1160550","1","60","OSKRAALRIVIER","WHITTLESEA","ZA","-32.180833","26.820556","462","1055","1964","1997","34","1.108904336","1964","1997","34","0.763358779","1964","1997","34","0.401","0.012645936","27.37215584"
"1160580","1","60","GREAT FISH RIVER","MATOLEMA'S LOCATION OUTSPAN","ZA","-33.237778","26.994722","29745","38","1969","2018","50","9.111098773","1969","2001","33","11.8251928","1969","2018","50","10.401","0.328005936","11.02726293"
"1160600","1","60","KEISKAMMARIVIER","FARM 7","ZA","-33.185278","27.390556","2530","7","1969","2018","50","3.026096613","1969","2001","33","0","1969","2018","50","3.333","0.105109488","41.54525217"
"1160601","1","60","KEISKAMMARIVIER","KAMAS LOC. (27672413)","ZA","-33.011667","26.954167","1429","283","1950","1986","37","20.30239206","","","","","1950","1986","37","3.936","0.124125696","86.86192862"
"1160602","1","60","KEISKAMMARIVIER","ZANYOKWE (27672405)","ZA","-32.751667","27.090278","482","521","1948","1995","48","15.60636183","","","","","1948","1995","48","1.331","0.041974416","87.08385062"
"1160605","1","60","RABULA","ZANYOKWE LOC. 3 (27672406)","ZA","-32.751667","27.097778","100","526","1948","1977","30","11.90728095","","","","","1948","1977","30","0.244","0.007694784","76.94784"
"1160607","1","60","MTWAKU","MTWAKU LOC. 13 (27672407)","ZA","-32.6375","27.1925","33","691","1948","1977","30","0.588916779","","","","","1948","1977","30","0.061","0.001923696","58.29381818"
"1160610","1","60","MGQAKWEBE","MSENGE RIDGE (27672206)","ZA","-32.858333","27.370556","121","397","1948","2018","71","9.713307659","","","","","1948","2018","71","0.329","0.010375344","85.74664463"
"1160611","1","60","MGQAKWEBE","SHESHEGU (27672209)","ZA","-32.915278","27.386111","103","372","1947","2018","72","14.32894132","","","","","1947","2018","72","0.122","0.003847392","37.35332039"
"1160612","1","60","MGQAKWEBE","JEFTAS LOC 29 (27672212)","ZA","-32.786944","27.262778","15","551","1959","1997","39","1.061065396","","","","","1959","1997","39","0.134","0.004225824","281.7216"
"1160615","1","60","CWENGCWE","BRAUNSCHWEIG (27672208)","ZA","-32.767778","27.372778","62","454","1947","2018","72","1.639532657","","","","","1947","2018","72","0.197","0.006212592","100.2030968"
"1160620","1","60","TYUME","GOUMAHASHE LOC. (27672401)","ZA","-32.759444","26.854722","238","521","1928","1980","53","8.107825724","","","","","1928","1980","53","0.696","0.021949056","92.22292437"
"1160621","1","60","TYUME","KWA KHAYALETU (27672414)","ZA","-32.64","26.935833","71","702","1953","2018","66","0.64858984","","","","","1953","2018","66","0.576","0.018164736","255.8413521"
"1160625","1","60","BLINKWATERRIVIER","BLINKWATER (27673117)","ZA","-32.701944","26.575833","228","477","1965","2018","54","0.092260379","","","","","1965","2018","54","0.124","0.003910464","17.15115789"
"1160630","1","60","KOONAPRIVIER","ADELAIDE (27673102)","ZA","-32.713333","26.295833","1245","572","1933","2018","86","3.752117358","","","","","1933","2018","86","1.209","0.038127024","30.62411566"
"1160631","1","60","KOONAPRIVIER","SCHURFTEKOP (27673116)","ZA","-32.499167","26.365","496","852","1981","1993","13","0.19020447","","","","","1981","1993","13","0.452","0.014254272","28.73845161"
"1160635","1","60","BALFOURRIVIER","GREY KIRK (27673119)","ZA","-32.553611","26.670833","77","604","1972","2018","47","0.792253521","","","","","1972","2018","47","0.331","0.010438416","135.5638442"
"1160640","1","60","BUFFELSRIVIER","KING WILLIAMS TOWN (27672205)","ZA","-32.875278","27.382778","407","521","1947","2018","72","19.53434674","","","","","1947","2018","72","1.156","0.036455616","89.57153808"
"1160641","1","60","BUFFELSRIVIER","PIRIE MAIN FOR. RES. (27672201)","ZA","-32.731667","27.293333","29","535","1946","2018","73","0.265664731","","","","","1946","2018","73","0.278","0.008767008","302.3106207"
"1160650","1","60","MTAMVUNA","GUNDRIFT (27663201)","ZA","-30.734167","29.828611","728","617","1951","2018","68","2.658486708","1951","2001","51","0","1951","2018","68","5.042","0.159004512","218.4127912"
"1160660","1","60","GQUNUBE","OUTSPAN (27672101)","ZA","-32.801667","27.855278","509","197","1972","2018","47","0","","","","","1972","2018","47","0.587","0.018511632","36.36862868"
"1160670","1","60","KUBUSI","HAMMERHEAD (27711202)","ZA","-32.575556","27.6225","490","656","1947","1995","49","2.713904502","","","","","1947","1995","49","1.112","0.035068032","71.56741224"
"1160671","1","60","KUBUSI","STUTTERHEIM (27711201)","ZA","-32.579167","27.365833","91","796","1947","2018","72","5.174851901","","","","","1947","2018","72","0.533","0.016808688","184.7108571"
"1160675","1","60","TOISE RIVER","FORKROAD (27711203)","ZA","-32.516111","27.523611","216","756","1964","2018","55","3.199273351","","","","","1964","2018","55","0.486","0.015326496","70.956"
"1160680","1","60","MZIMKULU","FP 1609030 THE BANKS (27663104)","ZA","-29.776944","29.470556","545","1476","1949","2018","70","1.967355307","1949","2001","53","0.802568218","1949","2018","70","7.532","0.237529152","435.8333064"
"1160684","1","60","GREAT KEI","AREA 8 SPRINGS B","ZA","-32.51639","28.01806","484","-999","1990","2018","29","0.668475102","","","","","1990","2018","29","19.894","0.627377184","1296.233851"
"1160685","1","60","PHOLELA","COXHILL (27663103)","ZA","-29.747222","29.538889","143","1498","1949","2010","62","7.118415128","","","","","1949","2010","62","2.084","0.065721024","459.5875804"
